1,2,71.032387
2,3,70.609598
3,2,68.649567
4,1,64.021802
5,1,65.676126
6,1,60.450364
7,1,60.225323
8,1,60.411405
9,1,63.64972
10,1,60.517363
11,1,60.179574
12,1,60.205115
13,1,64.005802
14,2,60.752862
15,3,60.468197
16,3,60.195282
17,2,60.111116
18,2,60.278406
19,2,61.195568
20,2,60.301449
21,2,63.181265
22,2,60.246073
23,3,60.328781
24,3,60.243865
25,2,67.056785
26,3,60.532655
27,2,60.248574
28,2,60.086366
29,2,60.158491
30,2,60.273782
31,2,60.219907
32,3,60.295573
33,2,62.972974
34,3,60.144491
35,3,60.299656
36,3,60.287323
37,3,60.090283
38,3,62.9331
39,3,60.317199
40,2,60.607113
41,1,60.267032
42,2,60.127366
43,1,60.183324
44,1,60.165949
45,0,63.023808
46,0,60.332032
47,0,60.262032
48,0,60.214824
49,0,60.212365
50,0,63.077682
51,0,60.141533
52,0,60.212824
53,0,62.877725
54,1,60.321073
55,2,61.023069
56,2,60.125283
57,1,60.302782
58,1,63.127599
59,1,60.250073
60,1,60.690572
61,0,60.426906
62,2,63.085724
63,1,60.133491
64,2,60.360115
65,2,60.167783
66,2,60.191699
67,2,60.313824
68,0,60.355324
69,1,60.163699
70,1,63.184849
71,0,60.138699
72,0,60.984403
73,0,60.292823
74,0,63.119266
75,1,60.29974
76,1,60.240699
77,1,60.114533
78,1,60.153324
79,1,60.370698
80,1,60.337615
81,1,60.167741
82,1,63.257806
83,1,60.167283
84,1,60.09995
85,1,60.241074
86,0,60.489448
87,0,62.839226
88,1,60.209116
89,0,60.166783
90,0,60.298949
91,0,60.24049
92,0,60.169825
93,0,60.345448
94,1,62.790185
95,1,60.454073
96,2,60.248199
97,2,60.418073
98,1,60.290115
99,1,63.247974
100,2,60.231241
101,2,61.126486
102,2,60.261324
103,2,60.244282
104,2,60.299282
105,2,60.142033
106,2,60.207325
107,2,62.931684
108,2,60.217866
109,2,60.1632
110,2,60.321824
111,0,63.173432
112,1,60.276699
113,1,60.305866
114,2,60.181033
115,2,60.312241
116,2,61.189944
117,2,60.241741
118,2,60.357407
119,2,62.816935
120,2,60.262741
121,2,60.608073
122,2,60.292074
123,2,62.977059
124,2,60.304824
125,2,60.295616
126,2,60.277408
127,2,60.286407
128,2,60.263658
129,2,62.912684
130,2,60.391948
131,1,62.808227
132,1,60.236824
133,1,60.336824
134,1,60.247908
135,1,60.287032
136,1,63.157225
137,1,60.310074
138,1,60.19195
139,2,60.245116
140,1,60.216324
141,1,60.304532
142,1,60.130783
143,1,63.064933
144,1,60.39974
145,1,60.191199
146,1,60.342324
147,2,60.965571
148,2,63.119642
149,1,60.232283
150,1,60.221908
151,1,60.14145
152,1,60.166742
153,1,60.407116
154,1,60.325449
155,1,60.352115
156,1,62.636311
157,1,60.269658
158,1,60.17195
159,1,60.299699
160,1,62.768227
161,1,60.320158
162,1,60.700613
163,1,60.213408
164,0,60.463657
165,1,60.352699
166,1,60.353449
167,1,60.306866
168,1,62.827935
169,1,60.240783
170,1,60.341991
171,1,60.285783
172,2,62.814102
173,2,60.437824
