1,9,212.716868
2,7,189.20983
3,7,179.048154
4,7,182.15009
5,6,179.202529
6,7,181.753302
7,7,179.344236
8,7,178.720532
9,6,181.680969
10,7,181.805677
11,7,179.329028
12,6,179.720442
13,6,183.189124
14,6,184.947112
15,6,179.345028
16,6,178.944989
17,7,182.071592
18,6,181.019891
19,6,182.039134
20,6,179.546693
21,7,181.968384
22,6,179.130363
23,5,181.84426
24,4,179.214612
25,7,179.175905
26,7,181.670304
27,6,182.2143
28,7,181.519679
29,6,179.408695
30,6,182.330508
31,7,179.693318
32,8,182.324132
33,9,179.234738
34,7,182.1368
35,7,179.106698
36,6,181.751887
37,7,179.46232
38,6,179.285946
39,7,182.244049
40,7,182.532715
41,7,179.713069
42,4,178.9237
43,4,182.205051
44,4,179.521862
45,4,182.632548
46,4,179.095907
47,5,182.109135
48,5,180.0064
49,5,181.746388
50,5,180.098191
51,6,179.36028
52,5,181.920012
53,6,182.10401
54,6,179.577778
55,6,182.52584
56,6,182.446091
57,8,182.47605
58,8,179.22774
59,8,179.16524
60,7,181.984303
61,7,180.663188
62,8,182.024886
63,6,178.942909
64,8,182.458342
65,7,179.364155
66,6,183.722582
67,7,179.944818
68,8,182.330843
69,8,181.85793
70,7,182.210594
71,7,179.820486
72,6,179.430323
73,6,182.238386
74,6,178.96441
75,6,182.279552
76,7,179.364531
77,7,182.24551
78,8,179.384198
79,8,182.189886
80,7,179.330824
81,7,179.195449
82,7,185.151823
83,6,181.999555
84,6,179.256408
85,6,179.537156
86,8,182.714675
87,7,180.145818
88,8,179.979902
89,8,179.081951
90,7,182.14972
91,6,179.2037
92,7,182.373761
93,7,179.758738
94,8,182.113971
95,7,179.352658
96,6,182.283429
97,6,179.783655
98,6,179.821154
99,6,182.044514
100,6,182.329012
101,5,179.710113
102,7,179.449699
103,8,182.250845
104,7,180.598358
105,6,182.219721
106,7,179.384075
107,6,182.580718
108,6,182.348804
109,7,183.156006
110,7,179.312659
111,7,179.466033
112,6,181.970973
113,6,183.080465
114,6,179.387575
115,7,179.920029
116,6,182.073015
117,7,179.306243
118,7,182.599386
119,7,179.728906
120,8,182.415761
121,7,179.790614
122,7,181.916724
123,7,179.328743
124,7,179.24141
125,7,183.021174
126,7,182.47197
127,7,179.278577
128,7,179.18741
129,9,182.37268
130,9,182.283014
131,8,180.025654
132,10,179.280577
133,7,182.417554
134,8,179.686574
135,8,184.63708
136,6,179.466076
137,7,182.433888
138,7,179.297328
139,7,182.350972
140,7,179.786282
141,7,179.531326
142,7,182.61672
143,7,182.073516
144,8,179.408577
145,7,179.601117
146,8,181.955851
147,8,181.475479
148,7,181.79256
149,8,179.361286
150,7,182.577513
151,6,179.221162
152,5,183.503672
153,7,179.113996
154,8,179.447869
155,8,181.62627
156,8,182.503097
157,8,179.003622
158,7,179.23237
159,7,182.450722
160,7,181.911852
161,7,179.524994
162,8,182.431806
163,8,182.309348
164,9,179.479453
165,8,181.892894
166,9,179.482328
167,10,182.15485
168,8,181.47448
169,8,183.011219
170,8,179.249746
171,7,179.8052
172,9,182.901012
173,8,182.214683
174,7,180.627194
175,8,179.694785
176,8,182.375807
177,9,179.446828
178,8,182.397224
179,8,179.825617
180,8,182.696347
181,8,179.324163
182,8,181.881311
183,7,179.509704
184,7,179.994075
185,6,183.158718
186,8,181.953936
187,6,179.480204
188,7,179.739202
189,8,184.923789
190,7,183.85413
191,7,179.421996
192,9,179.38433
193,10,182.239643
194,10,179.770077
195,7,182.345059
196,7,179.283331
197,6,181.997437
198,7,179.557287
199,8,182.717847
200,7,179.672744
201,7,179.489329
202,6,182.251059
203,6,182.104353
204,7,179.336997
205,7,179.570412
206,6,182.065394
207,6,179.536955
208,9,181.858771
209,6,179.262832
210,5,181.910354
211,6,181.113026
212,6,181.795688
213,8,179.570496
214,8,179.341956
215,8,182.241768
216,7,185.241622
217,8,179.414456
218,6,185.48487
219,8,182.444559
220,9,181.866021
221,9,179.577747
222,5,179.757245
223,7,182.217686
224,6,179.644705
225,5,183.192388
226,7,179.515956
227,7,182.409935
228,4,179.196125
229,6,182.36156
230,5,179.154291
231,5,179.887453
232,5,182.752058
233,4,182.402977
234,5,179.279499
235,5,179.651789
236,7,182.369977
237,5,179.424915
238,6,182.202062
239,6,179.653247
240,5,182.638934
241,6,179.470999
242,6,185.641954
243,4,180.20866
244,6,179.462915
245,6,182.663517
246,7,182.615476
247,6,179.919329
248,7,179.864788
249,6,182.374353
250,6,182.044481
251,5,179.492374
252,4,179.712331
253,6,182.927683
254,5,180.442617
255,5,181.955398
256,5,179.560915
257,5,182.008273
258,4,179.551249
